actorName,actorMovieCount,actorAwardNominations,actorAwardWins
Sandy Ratcliff,32,0,0
Frank Baxter,7,1,1
Alexandra Holden,65,1,0
Frank Sinatra,68,22,19
Adam Garcia,33,0,0
Diana Glenn,43,5,1
Juri Ueno,45,1,3
Kang Dong-won,26,3,4
Susan Calman,11,0,0
Nelson Xavier,97,6,14
Bracha van Doesburgh,32,1,4
Maria Georgiadou,33,0,0
Ky Evans,22,0,0
Aleksandr Lyapin,7,0,0
Beverly D'Angelo,119,5,1
Matthew Géczy,70,0,0
Chris Stapp,5,0,0
Anne Marsen,2,0,0
Cesar Romero,202,4,4
Christina von Blanc,8,0,0
Sophia Del Pizzo,20,0,0
Santiago Magill,15,0,0
Hiroka Oyama,1,0,0
Lars Mikkelsen,72,16,7
Andy Kaufman,9,7,2
Viktor Kosykh,29,0,0
Paul Meurisse,67,0,0
Rick D. Wasserman,84,2,0
Arulnithi,1,0,0
Phillip Ko Fei,199,0,0
Max Renaudin,7,0,0
Michael Yeager,5,0,0
Colin Firth,84,56,67
Mahesh Manjrekar,79,4,3
Anica Dobra,104,2,2
Jennifer Saunders,65,7,7
Rudolf Hrušínský,189,3,3
Ashley Fiolek,1,0,0
Ryan Pinkston,44,1,0
Milo Ventimiglia,73,12,6
Anant Nag,132,1,0
Paul F. Tompkins,107,2,1
Telly Savalas,130,11,9
Trina Parks,7,0,0
Jesus Moises Rodriguez,1,0,0
Macon Blair,29,4,2
Virginie Ledoyen,57,4,6
Nathalie Kelley,20,0,0
Manuel Hernández,7,0,0
Jerry Banks,13,0,0
Ian McShane,139,23,4
Stan Shaw,66,0,0
Ryan McCoy,5,0,0
Groucho Marx,33,5,5
Sari Akasaka,1,0,0
Hyun Bin,21,1,2
Shirley Henderson,81,12,11
Brion James,172,0,0
Nikolai Gusarov,13,0,0
E.J. Bonilla,31,3,2
Amy Jo Johnson,46,4,6
Cody Arens,25,1,1
Graham Kennedy,13,1,14
Jiang Wen,34,33,26
Angela Featherstone,46,1,0
Kathleen Robertson,59,8,1
Tom Neal,84,0,0
Emmanuel Salinger,54,1,3
Merian C. Cooper,1,2,4
Noah Wyle,48,25,15
Steve Irwin,3,4,4
Chris Evans,52,36,6
Oshri Cohen,28,3,0
Thora Birch,52,27,18
Lília Cabral,56,8,15
Demos Murphy,2,1,0
Karla Chadimová,45,0,0
Sylvia Chang,104,43,19
Mike White,19,11,8
Martin Donovan,106,6,3
Konstantin Raykin,27,1,1
Tair Mamedov,6,0,0
Meredith Baxter,109,7,3
Meiko Kaji,99,2,5
Sterling Hayden,72,2,2
Brigitte Roüan,109,5,3
Joonas Nordman,21,0,0
Shelley Long,85,16,8
Martin Henderson,41,5,0
Martha Scott,95,2,3
Karen Sillas,38,3,0
Sachiko Chiba,35,0,0
Jake Lacy,26,3,0
Dmitriy Pevtsov,45,1,3
Nathan Cogan,31,0,0
Paul Kelly,171,0,0
Pablo Pauly,23,3,2
Richard Howell,2,0,0
Richard Tillman,14,0,0
Kirk Morris,20,0,0
Lloyd Hamilton,252,1,1
Komaki Kurihara,37,2,2
Lena Bengtson,1,0,0
Michael Schoeffling,11,0,0
Charley Grapewin,109,0,0
Fabio Testi,101,1,1
Eva Santolaria,33,2,2
Ninetto Davoli,86,2,5
Daniel Day-Lewis,29,95,143
Glenn Plummer,136,2,1
Miriam Japp,10,0,0
Philippe Petit,4,0,0
Antun Vrdoljak,19,5,5
Gene Hackman,100,41,32
Leïla Bekhti,40,7,2
Ambra Angiolini,37,6,5
Jason O'Malley,2,0,0
Carole Brana,15,1,0
Matthias Hungerbühler,13,0,0
Calvin Lockhart,46,0,0
Denise Crosby,96,1,1
Jennifer Aspen,81,0,0
James Farentino,93,2,1
Rodrigo Noya,16,2,2
Tonino Guerra,5,11,22
Julie Warner,51,1,0
Reem Abdullah,1,0,0
Violett Beane,11,0,0
Robert Dhéry,38,1,1
Chiranjeevi,190,4,14
Petr Kostka,169,0,0
Mark Ivanir,135,6,2
Marcos Hernández,1,0,0
Andrei Popov,44,2,2
Alice Lowe,73,12,8
Fuka Koshiba,17,1,1
Hoyt Axton,56,0,0
Mark-Paul Gosselaar,64,5,1
Jennifer Jones,27,7,7
Charles Napier,203,0,0
Jennifer Connelly,53,26,15
Anders Danielsen Lie,20,3,4
Addison Steege,1,0,0
Tim Roth,104,25,19
Kevin Durand,73,3,0
Gerard Butler,60,15,4
Maureen Teefy,18,0,0
Arthur Franz,152,0,0
Inger Nilsson,15,1,1
Amy Seimetz,70,16,6
Jerry Calà,41,0,0
Ben Litwinschuh,3,0,0
Shelby Knox,1,0,0
Saken Aminov,1,0,0
Rykko Bellemare,2,0,0
Jean-Pierre Léaud,98,4,9
Noë Sampy,3,0,0
Giancarlo Esposito,174,12,12
Wen Zhang,31,8,7
Greg Bradford,1,0,0
Amanda Schull,33,0,0
Mariska Hargitay,52,36,11
Bernard Campan,40,1,3
Gordon Thomson,53,8,1
Chris O'Dowd,54,25,5
Tamara Stafford,4,0,0
Nicolette Krebitz,65,10,13
Cameron Mitchell,241,2,2
Suangporn Jaturaphut,1,0,0
Isarco Ravaioli,70,0,0
Andy Peters,15,0,0
Sarut Wijittranon,2,0,0
Diana Avramut,1,1,0
Michael Beck,43,2,0
Stephanie Sigman,21,0,0
János Gálvölgyi,82,0,0
Charles Jang,4,0,0
Demi Lovato,64,28,13
Robin Shelby,19,0,0
Paul O'Brien,26,3,1
Costel Cascaval,23,0,0
Andre Noble,7,0,0
Karen Allen,60,4,11
Johnny Whitaker,40,1,1
Mara Wilson,20,6,3
Chad Michael Murray,38,9,5
Alex MacQueen,94,3,0
Steven Pasquale,24,0,0
Maarten Smit,3,0,0
Jasen Wade,26,0,0
Randy J. Blair,5,0,0
Michael Berry,15,0,0
Nathan Meister,19,1,0
Linda Arvidson,165,0,0
Ellise Chappell,5,0,0
Seo Ji-Seok,2,0,0
Dibyendu Bhattacharya,35,0,0
Jena Malone,70,20,13
Kwok Kuen Chan,111,0,0
Tommi Korpela,133,3,5
Sasha Lane,8,10,1
Frederic Forrest,83,4,2
Arik Einstein,11,0,0
Rudolph Valentino,39,1,1
Les Tremayne,131,0,0
Manos Katrakis,94,2,2
Ilona Agathe Bastian,1,0,0
Gerard Kearns,26,1,0
Yukie Kawamura,27,0,0
Ayushmann Khurrana,17,4,9
Hans Conried,211,1,2
Jonathan Gold,4,0,0
Christina Brucato,38,0,0
Domingos de Oliveira,18,12,28
Fred Delmare,200,0,0
Aubrey Peeples,21,0,0
David Jason,73,10,19
Chloe Pirrie,23,1,1
Lucille Ball,121,17,24
Arthur Dignam,56,1,0
Daniel Anderson,57,0,0
John Boyega,28,19,7
Yuuki Kaji,181,1,1
Mario Guerra,37,0,0
Sam Shepard,67,13,7
Bruce Springsteen,51,35,19
Kinya Kitaoji,122,3,4
Maria Schrader,53,9,10
James Woods,143,39,21
Jim McBride,7,0,0
Jaclyn Jose,138,33,13
Travis Schuldt,53,0,0
Tony Lo Bianco,105,2,2
Jamie Gillis,1,0,0
Matt Frewer,135,5,2
Carl-Gustaf Lindstedt,87,1,1
Ciarán Hinds,109,11,7
Rodney Bingenheimer,17,1,1
Ethan Flower,30,1,1
Vanessa Paradis,31,3,6
Abou Camara,9,0,0
Fouad Habash,1,1,0
Leighton Meester,53,8,4
Sergio Assisi,26,1,2
Justin Bieber,37,61,34
Steve Carell,73,128,34
Alexander Fu Sheng,43,0,0
Fakrul Hasan Bairagi ,22,0,0
Devon Graye,47,1,1
Andrey Smirnov,30,7,5
Steve Berg,41,0,0
Robert Indiana,2,0,0
Matthew Harbour,14,1,1
Mercedes Mason,34,0,0
Halina Reijn,64,4,3
Zoltán Latinovits,76,2,2
Thorsten Flinck,41,0,0
Caleb Landry Jones,33,5,4
Yoshikazu Kotani,13,0,0
Jens Lehmann,1,0,0
Charles Winninger,79,0,0
Rainn Wilson,75,19,10
Dan Rowan,10,4,2
Efrat Gosh,4,0,0
Robyn Lively,92,5,0
Brahim Hadjadj,5,0,0
Jeremiah Watkins,28,0,0
Lee Pace,36,17,7
Alexandra Staden,18,0,0
Rolf Jarl,17,0,0
Tom Hiddleston,45,34,6
Shin Hyun-joon,2,0,0
Kaylee DeFer,24,0,0
Joseph O'Conor,117,0,0
Lisa Kudrow,76,73,13
Nick Cassavetes,41,8,5
Alexandre Rodrigues,19,1,1
Diahann Carroll,57,13,9
Amrita Puri,6,4,0
Fred Testot,58,0,0
Tim Oliver Schultz,39,3,3
Hallie Kate Eisenberg,19,7,2
Jonathan M. Woodward,14,0,0
Christian Ulmen,46,8,4
Josef Altin,78,2,0
Dan Zukovic,36,6,5
Max Beesley,40,2,1
Briana Evigan,37,1,3
Yoshio Harada,138,2,18
Anna Lise Phillips,47,1,0
Mischa Barton,76,6,3
Sebastian Zimmler,9,0,0
Josh Watson,12,1,0
Donovan Leitch,36,0,0
Joaquin Phoenix,52,113,37
George Gravett,1,0,0
Charles Korvin,41,0,0
Brigitte Auber,35,0,0
S. Epatha Merkerson,58,24,14
John Holmes,6,0,0
Kali Bannerjee,150,0,0
Kenzô Kawarasaki,50,0,0
Lynn Redgrave,102,17,11
Chesney Allen,16,0,0
Lionel Barrymore,223,2,4
Monica Bellucci,74,13,7
Lucy Tulugarjuk,5,1,1
Karl Malden,71,14,8
Yuen Siu-Tin,140,1,0
Sasha Roiz,52,0,0
Andrea Bowen,42,6,3
Vikram Gandhi,2,2,1
Rutger Hauer,172,6,14
Philip Winchester,28,0,0
Daniel Ross,27,0,0
Alonzo Bodden,27,0,0
Gautham Karthik,13,2,2
Henrik Dorsin,23,2,2
Laurie Anderson,11,11,3
Carla Besnaïnou,6,0,0
Encke King,1,0,0
Steven Page,2,1,4
Ivan Thompson,1,0,0
Humphrey Bogart,84,6,7
Fernanda Torres,50,17,13
Carolyn Brandt,3,0,0
Bernard Alane,105,0,0
Maria Chwalibóg,37,1,1
Capucine,57,2,1
Büsra Apaydin,5,0,0
Keith Allen,44,0,0
Demi Moore,62,28,15
David Dencik,88,16,6
Mina Mohammad Khani,1,0,0
Kappei Yamaguchi,311,1,1
Scott Bairstow,28,1,1
Barry Ward,42,3,0
Huntz Hall,119,0,0
Michael Hutchence,23,0,0
Paulina Gaitán,41,1,0
Sean Kilkoyne,2,0,0
Davika Hoorne,7,3,1
Zachary Scott,73,1,1
Abdellatif Kechiche,9,40,61
Gordon Peardon,1,0,0
Julie Gonzalo,41,3,1
Marijn De Valck,34,0,0
Ron Atkins,4,0,0
Jennifer O'Neill,55,0,0
Dana Vávrová,51,1,8
Mitsuko Horie,41,0,0
Avtandil Varazi,1,0,0
András Hatházi,9,2,1
Hallie Todd,35,2,0
José Wilker,116,10,12
Adam,2,1,1
Richard Ganoung,6,0,0
Karolina Antosik,7,0,0
Kenichi Matsuyama,71,4,7
Hugo Weaving,90,29,28
Jack Wild,35,3,1
Gilbert Roland,143,3,3
John Hawkes,134,60,18
Helen Twelvetrees,32,1,1
Karen Abercrombie,27,0,0
Jonathan Groff,25,6,6
Karina Pizarro,3,0,0
Karl Jacob,20,1,1
Barry Fitzgerald,51,2,5
Jason Statham,49,3,1
Joyce Hyser,30,1,0
Mark Strano,18,1,1
Dani Calabresa,12,1,1
Ewen Leslie,52,9,1
Alan van Sprang,81,0,0
Sergio Rossi,42,0,0
Luke Benward,32,1,1
Hélène Loiselle,38,3,1
Richard Anconina,51,2,2
David Fernández,42,0,0
Tricia Leigh Fisher,33,0,0
Katie Peterson,13,0,0
Magdalena Mielcarz,14,0,0
Jane Jensen,15,0,0
Jonathan Hansler,63,1,1
Fernando E. Solanas,4,22,36
Peter Jackson,17,134,137
Laia Costa,24,4,5
Omar Adilov,2,0,0
Emanuel Bettencourt,9,0,0
Ronald Mlodzik,6,0,0
Jacques Gagnon,2,0,0
Robertson Hare,52,0,0
Emily Hampshire,77,6,6
Szabó Győző,70,0,0
Cleavon Little,62,2,2
John Getz,129,3,3
Håvard Lilleheie,8,0,0
Will Yun Lee,76,1,5
Noel Gugliemi,184,0,0
Isaka Sawadogo,36,3,5
Phyllis Calvert,76,2,1
Forrest J. Ackerman,52,6,6
Aleksandr Filippenko,82,2,1
Haris Fragoulis,22,1,2
Müsfik Kenter,38,1,1
Emil Steinberger,12,2,2
Colin Quinn,39,2,3
Alexander Knox,93,2,2
Hailey Gates,7,0,0
Alex C. Nachi,10,0,0
Lars von Trier,16,99,100
Antti Reini,111,0,0
Thanos Amorginos,2,0,0
Daniel Johnston,5,0,0
Nadja Uhl,57,15,12
Rene Auberjonois,228,9,5
Sanjeev Kumar,166,1,3
Boti Bliss,47,1,0
Stan Brakhage,14,2,2
Poul Reichhardt,144,1,1
Kathy Baker,111,19,10
Ben McKenzie,24,8,1
Amitabh Bachchan,229,53,58
Kirill Lavrov,75,1,3
Tom Papa,17,0,0
Alexander D'Arcy,52,0,0
Rauno Ahonen,65,1,0
Kiyoshi Atsumi,105,6,12
Christine Bottomley,63,1,0
Jin Muraki,11,0,0
Leon Robinson,77,4,1
Paul Mercurio,29,1,0
Scott Brady,143,0,0
Edgar Ramírez,40,15,12
Teagan Vincze,33,1,0
Joanne Hill,1,0,0
Éric Bruneau,25,0,0
Allen Lewis Rickman,30,0,0
Susan Taslimi,18,1,1
Filippo Scicchitano,9,2,3
Chadwick Brown,10,0,0
Hertha Thiele,33,0,0
Tommi Eronen,44,1,3
Bruce Campbell,127,8,11
William Lundigan,86,0,0
Raphael Sbarge,166,6,7
Danielle Darrieux,140,4,7
Jolene Van Vugt,4,1,0
Jawed El Berni,23,0,0
Denis Mercier,33,1,1
Hristos Passalis,8,1,1
Aidos Sagatov,1,0,0
Juliana Harkavy,28,1,1
Maurizio Arena,79,0,0
Radek Bruna,24,1,0
Pål Sverre Hagen,30,3,6
Tab Hunter,76,1,1
Jan Nowicki,110,1,1
Jackson Martin,14,1,3
Alexander Nevsky,11,0,0
Alessia Barela,37,2,0
Jennifer Jason Leigh,97,63,27
Emraan Hashmi,45,16,0
Tim McCoy,93,1,1
Eunice Anderson,12,0,0
Larry Drake,84,7,8
David Eberts,1,2,2
Shosuke Tanihara,101,0,0
Archil Gomiashvili,25,1,1
Nils Asther,82,1,1
Li Ling,2,0,0
Christina Ricci,75,34,19
Teyonah Parris,22,7,4
Brent Carver,45,3,4
Christopher Dane,52,2,2
Helen Gardner,61,0,0
Venera Rakhimova,3,0,0
Jeanne Balibar,54,4,5
Leon Barker,1,0,0
Michael McMillian,48,1,1
Stefania Casini,51,2,0
Mae Questel,367,1,1
Anne Coesens,61,2,5
Reem Kherici,14,1,0
Alexia Fast,43,2,2
Stuart Ashen,38,2,2
Daniel Wyllie,76,9,4
Ivan Ganzha,5,0,0
Vincent Jerome,18,2,2
Edmund Purdom,99,1,1
Schuyler Fisk,25,0,0
Zachary Browne,18,1,1
Michel Ray,13,0,0
Stef Aerts,23,2,2
Nat 'King' Cole,22,1,3
Alex van Warmerdam,15,51,21
Uhm Jung-hwa,3,0,0
Laurie Maher,3,0,0
Nick Nevern,51,1,1
Françoise Dorléac,21,0,0
Rudy Ray Moore,23,0,0
Vivian Sung,12,1,1
Oldřich Lukeš,61,0,0
Parry Shen,66,0,0
Rémi Laurent,17,1,0
Vince Edwards,85,2,2
David Warbeck,53,0,0
Mitsuru Fukikoshi,130,0,0
Jason Maza,54,0,0
Julia Sarah Stone,29,4,4
Thanasis Tsaltabasis,13,0,0
Jessica Andrieu,1,0,0
Florian Panzner,91,1,1
Leo Jokela,139,2,2
Mark Damon,71,2,2
Alex del Rosario,2,0,0
Sam Kantor,4,0,0
Adam Goldberg,2,1,1
Spencer Lofranco,7,1,1
Selena Gomez,85,44,40
Yoo Ah-In,27,20,19
Renee Olstead,35,1,1
Oleg Strizhenov,35,3,3
Todd McFarlane,1,4,2
Kai Lehtinen,65,1,2
Cirilo Recio Dávila,3,0,0
Blanche Sweet,164,2,2
Aura Garrido,35,14,11
Viktor Khokhryakov,43,4,4
Vladimir Volga,1,0,0
Eduard Nazarov,8,1,4
Theresa Russell,63,2,2
Jacki Kerin,12,0,0
Candice Rialson,20,0,0
Hristo Shopov,60,2,2
Sean O'Donnell,13,0,0
Adeline Abitbol,1,0,0
Lori Heuring,56,1,1
Robert Liensol,28,1,1
Babette Bardot,2,0,0
Park Yong-woo,27,1,0
Nathan Eswine,4,0,0
Phillip Avalon,17,0,0
Mark Thompson,22,5,5
Tatyana Doronina,20,2,2
Hiroshi Tamaki,65,0,0
Yukio Mishima,6,0,0
Dick Purcell,72,0,0
Jean-Pierre Cassel,209,1,1
Bryce Johnson,76,1,1
Paul Eenhoorn,40,2,2
Marc Berman,97,0,0
Bernadette Heerwagen,76,5,3
Carlos Santos,37,2,4
Angélica Aragón,99,8,3
Michele Valley,38,0,0
Jon Ronson,2,1,1
Eric Balfour,86,3,1
Vitaliano Trevisan,12,1,0
Tom Bell,113,2,0
Nikki Moore,24,0,0
Boris Karloff,207,1,4
Jake Dengel,27,0,0
Larry King,66,14,9
Ruta Gedmintas,26,1,0
Jason Barker,2,0,0
M.L. Piyapas Bhirombhakdi,1,0,0
Barbara Kent,35,0,0
Ewan McGregor,83,48,29
Alia Bhatt,20,15,13
Matthew Gray Gubler,30,2,4
Tantoo Cardinal,117,5,13
Helen Shaver,90,17,8
David Johansen,43,1,0
Nancy Kwan,54,3,4
Michael W. Smith,7,2,2
Bob Balaban,115,18,11
Jean-Pierre Andréani,50,0,0
Elena Serrano,1,0,0
Cotter Smith,88,0,0
Ismo Alanko,6,0,0
Jon Ray,51,0,0
John McElhone,1,0,0
Nathaniel Parker,79,1,0
Jennifer Tilly,119,13,8
Glen Hansard,3,15,12
Yannick Diakité,1,0,0
Henry Ian Cusick,49,8,6
Desiree Akhavan,7,16,5
Jermaine 'Huggy' Hopkins,18,1,0
Makarand Anaspure,66,0,0
Stéphane Gagnon,4,0,0
Keiron Parsons,1,0,0
Zbigniew Zamachowski,115,4,4
Adriana Barraza,55,19,10
Bipasha Basu,65,16,4
Sharon Stone,145,36,24
Douglas Fairbanks Jr.,99,3,3
George Coulouris,141,1,1
Mariah Carey,124,124,72
Park Hae-il,31,5,6
Tim Armstrong,12,0,0
Manoj Joshi,120,1,1
Gil Alon,4,0,0
Khan Chittenden,26,1,0
Jeremy Irvine,21,2,1
Anthony Steffen,67,0,0
Sophie van Winden,27,2,1
Michèle Morgan,75,4,4
Dave Sheridan,61,0,0
Bruno Zanin,25,0,0
Mišel Matičević,77,3,3
Fumi Hirano,49,0,0
Jim Varney,53,1,1
Mania Akbari,4,11,8
Florian David Fitz,46,13,9
Irrfan Khan,148,22,23
Michael Landes,81,1,0
Laci J Mailey,25,0,0
Baya Medhaffer,1,1,1
Angus Scrimm,58,1,1
John Amplas,19,0,0
James Preston,18,0,0
Edmund Lowe,127,2,2
Lucia McBath,3,0,0
Emily Roya O'Brien,42,4,0
René Rupnik,1,0,0
Spede Pasanen,67,5,5
Kirsten Dunst,83,68,34
Raymond Ochoa,48,1,0
Garry Chalk,392,1,2
Erdal Besikçioglu,24,1,1
Claudio Lafarga,19,1,0
Joanna Arnow,6,3,1
Norah Baring,13,0,0
David Arquette,124,5,8
Isabelle Renauld,87,1,1
Suzanna Love,11,0,0
Salomon Perel,1,0,0
Arno Liiver,3,0,0
Robert Blake,163,13,6
Huda Al Imam,6,0,0
Gabriel Iglesias,40,2,0
Larry Poindexter,162,0,0
Lisa Bowman,14,1,0
Patrick O'Kane,50,0,0
Jefferson Brown,82,1,0
Jacques Vermeire,26,0,0
William Gates,1,0,0
Sally Forrest,40,0,0
Reena Shah,20,0,0
Rory Culkin,35,9,2
Eddie Griffin,52,2,2
Candy Darling,61,0,0
Folker Bohnet,31,0,0
Christoph Maria Herbst,102,7,11
Venkatesh Chavan,2,0,0
Keiichi Noda,57,0,0
Skeet Ulrich,42,1,3
Emlyn Williams,49,1,0
Michael Urie,33,11,7
Vannessa Vasquez,22,2,0
Maria Alexandra Lungu,1,2,2
Jang Keun-suk,21,4,4
Michael Wrann,9,0,0
Evgeni Leonov,2,0,0
Nancy Allison Wolfe,1,0,0
Steve Curry,64,1,4
Hugh Dillon,44,7,3
KaDee Strickland,27,2,1
Jonathan Good,55,0,0
Larry Cohen,1,2,3
Frankie Howerd,58,1,0
Reggie Bannister,58,0,0
Gheorghe Dinică,99,10,10
Davey Jones,31,1,1
José María Yazpik,47,5,3
Anthony Perkins,67,6,9
Jalil Naciri,22,1,1
Sakis Boulas,40,0,0
Irma Huntus,1,0,0
Tristán Ulloa,52,14,4
David Knight,37,0,0
Adam Deacon,59,1,1
Ingrid Steeger,84,4,2
Kim Milford,12,1,0
Susan Stewart,8,0,0
Camille Guaty,59,0,0
Fernando Acaso,6,0,0
J. Herbert Kerr Jr.,3,0,0
Danielle Cormack,50,9,4
Stelian Urian,1,0,0
Austin Basis,46,0,0
Lawrence Monoson,48,1,0
Luca Argentero,41,8,6
Charlotte Gainsbourg,62,33,14
Maaya Sakamoto,195,0,0
Mark Wood,24,1,0
Joel Smallbone,10,0,0
Richard Jaeckel,192,2,2
Morgan Weisser,27,1,0
Kate Beahan,44,3,0
Markees Christmas,6,1,0
Pavel Chinaryov,10,2,2
Godfrey,55,0,0
George Beban,18,0,0
Shantel VanSanten,26,0,0
Ralphie May,7,0,0
Marcello Di Falco,24,0,0
Mel Blanc,1,1,1
Kris Lemche,54,2,2
Jacob Nordenson,62,0,0
Sergej Trifunović,71,0,0
Larisa Golubkina,18,1,1
Jeff Bridges,90,107,46
Maryana Spivak,10,1,0
Chad Donella,47,2,2
Annette Funicello,34,1,1
Elaine Cassidy,32,10,3
Zhang Hanyu,32,7,8
Rod Perry,12,0,0
Leszek Teleszynski,38,0,0
Nathalie Delon,33,1,0
Quinn Marcus,8,0,0
Myrthin Stagg,5,0,0
Jason Stuart,144,2,0
Benjamin Lutzke,6,1,2
Matt Adler,34,0,0
Haley Pullos,19,3,5
Delroy Lindo,67,16,2
María Casares,34,1,0
Balázsovits Lajos,111,0,0
Greyson Fletcher,2,0,0
Carl Marotte,72,1,0
Dianna La Grassa,4,0,0
Mahnoor Baloch,5,0,0
Josef Sommer,100,0,0
Mark Kelley,3,0,0
Henrik Rafaelsen,33,2,3
Hans Albers,168,1,0
Sophie Rogall,28,2,0
Justin Gross,28,0,0
Alfredo Castro,68,6,9
Zura Begalishvili,16,0,0
Christina Applegate,77,27,17
Kazuki Kitamura,140,0,0
Joan Plowright,75,8,9
Louis Tripp,8,0,0
Murvyn Vye,107,0,0
Manuel Badàs,1,0,0
Philippe Nahon,217,2,2
Isao Numasaki,14,0,0
Leonor Baldaque,13,2,2
Will Allen,1,3,0
Krystal Summers,5,0,0
Donald Sinden,80,1,0
Akira Kamiya,174,0,0
Macdonald Carey,118,3,10
Marlène Jobert,48,2,2
Mary Steenburgen,104,22,21
Ken Ogata,98,9,13
Jaden Smith,20,20,8
Ha Ji-won,35,8,10
Shannyn Sossamon,41,7,1
Brooke Burns,44,2,0
Matt Prokop,20,0,0
Marie Zielcke,59,1,1
Rebecca Pidgeon,31,3,3
Jorge Salinas,33,0,0
Gaylen Ross,3,1,10
Eric Ruffin,9,0,0
Farooq Shaikh,75,1,2
Damian Ul,13,1,1
Sebastian Fabijański,27,1,1
Cedric Bates,7,0,0
Jacques Perrin,131,11,7
Charles Pitt,7,0,0
Bruce Boxleitner,124,3,5
Doug Benson,31,0,0
Maria Cina,40,0,0
Carla Balenda,29,0,0
Marie Rivière,71,1,1
Linda Bergström,4,0,0
Vladimir Mayakovsky,4,0,0
Stevan Petrovic,1,0,0
Aaron C. Peer,5,0,0
James D'Arcy,78,1,0
Rodion Nahapetov,42,1,1
Andra Millian,13,1,0
Haluk Bilginer,82,1,8
Kristofers Konovalovs,1,0,0
Melissa Rauch,26,10,0
Harry Hamlin,85,5,4
Vladimir Yepifantsev,53,1,1
Sebastian Hiort af Ornäs,13,1,0
Hikaru Midorikawa,278,0,0
Juha-Pekka Mikkola,49,0,0
Louise Bourgoin,22,1,2
Rachelle Lefevre,74,1,1
Himeka Asami,16,0,0
Sascha Kruscharska,1,0,0
Luis Fernando Peña,78,5,4
Aileen Pringle,85,1,1
Craig Hall,65,1,1
Danuta Szaflarska,49,3,6
Dimitrije Vojnov,14,1,1
Marjorie Yates,64,0,0
Bonar Colleano,36,0,0
Thomas Acda,29,2,2
Josh Hamilton,89,2,2
Natalie Hall,28,0,0
Anne Shirley,68,2,2
Ranbir Kapoor,29,27,28
Carlos Padilla,6,0,0
Jack Webb,28,8,12
Louis Theroux,1,4,4
Eva-Maria Kurz,121,0,0
Sophie Cattani,38,0,0
Natalya Bystrova,4,0,0
Donnie Wahlberg,65,5,2
Marc Béland,34,1,0
Jeff Wincott,75,1,0
Sean Lynch,32,0,0
Eduardo Fernández,75,33,33
Adam Green,19,6,9
Kip Canyon,7,0,0
Jean Vander Pyl,87,1,1
Mitchell Hurwitz,9,20,8
Eiji Okada,116,0,0
Tak Sakaguchi,38,0,0
Patrick Huard,34,10,2
Lauren Vélez,48,18,6
Luke de Woolfson,31,0,0
Darsheel Safary,6,2,2
Frank Cermak Jr.,10,1,1
Jérémie Renier,60,14,9
Justin Bruening,34,1,1
Mathilda Paradeiser,6,0,0
Ogie Banks,99,1,0
Klara Rumyanova,169,0,0
Ilaria Occhini,56,2,8
Jack Nance,39,0,0
Fábio Assunção,42,10,5
Alan Sparhawk,2,0,0
Dmitri Solovyov,4,0,0
Joo Jin-Mo,43,0,0
Neha Dhupia,58,1,1
Damon Albarn,46,2,0
Beck,56,15,7
Rufus Thomas,6,0,0
Peter Reznick,2,0,0
Bradford Simonsen,3,1,0
Miki Ros,1,0,0
Laura San Giacomo,56,6,8
John Hansen,3,0,0
Oscar Isaac,47,50,21
Stephen Shellen,56,0,0
Jake Muxworthy,26,0,0
Peter Fenton,7,3,1
Marc Paquet,13,1,0
Yftach Katzur,16,0,0
Michael Laurino,7,0,0
Doug McClure,101,1,3
Travis Fimmel,27,1,0
Sam Trammell,65,2,4
Daiva Ksivickiene,1,0,0
Miranda Richardson,120,41,20
Margo,27,0,0
Lucas Cruikshank,19,2,1
Laura Michelle Kelly,3,2,0
Pernille Kaae Høier,14,0,0
Anna Hutchison,37,1,0
Janette Armand,3,0,0
Jim Jefferies,11,1,0
Simon J. Berger,33,0,0
Lyle Talbot,332,0,0
Manuel Gélin,62,0,0
Nora Arnezeder,23,2,2
Tim Preece,121,0,0
Jason Alexander,136,39,11
Minako Kotobuki,80,0,0
David Ogden Stiers,167,5,4
Sid Laverents,1,0,0
Leandro Arvelo,20,0,0
Trudy Young,26,1,0
Annie Townsend,1,1,1
Fred Vogel,8,1,2
Carly Schroeder,27,5,3
Horst Janson,157,2,2
Victoria Beckham,17,5,3
Helena Albergaria,12,1,3
Doze Niu Cheng-Tse,25,18,7
Pedro Armendáriz,128,4,3
Enrico Lo Verso,80,7,4
Helena Vondráčková,16,0,0
Teuvo Tulio,6,1,1
Adam Lundgren,42,2,2
Youn Yuh-jung,42,6,12
Shiri Appleby,81,5,0
Jessica Meyerson,19,0,0
Connie Nielsen,55,8,5
Zinoviy Gerdt,108,1,2
Melia Kreiling,21,0,0
Yorgo Voyagis,67,0,0
Rose Byrne,65,27,15
Stephanie Beacham,90,4,1
Jerry Garcia,2,0,0
Emi Kuroda,2,0,0
Nate Dushku,22,0,0
Ross Kettle,18,1,0
Jenn Gotzon,75,7,8
Rafiq Anwar,28,0,0
Cleophas Kabasita,4,0,0
Karen Miyama,43,0,0
Clarence Muse,165,0,0
Fatsah Bouyahmed,25,0,0
Julien Baumgartner,36,1,1
Keith Coogan,79,6,1
Linus Aaberg,2,0,0
Jamie Foxx,70,80,48
Warren Beatty,34,52,39
Robert Sacchi,22,0,0
Ken Maynard,94,1,1
